,Year_Birth,Education,Status,Income,Registration_date,Recency,Mnt_Fruits,Mnt_Meat,Mnt_sweet,Mnt_Wines,Mnt_Gold_Products,Mnt_Fish,Num_Web_Purchases,Num_Store_Purchases,Num_Deals_Purchases,Num_Catalog_Purchases,Num_Web_Visits,Response_Campaign_1,Response_Campaign_2,Response_Campaign_3,Response_Campaign_4,Response_Campaign_5,Response,Children
0,3,0,0,1,0.22889842632331892,0.42424242424242425,0.0006697923643670462,0.005025125628140704,0.9999999999999999,0.003861003861003861,0.0038022813688212928,0.0027624309392265192,0.8823529411764706,0.0,1.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333
1,2,0,1,0,0.9399141630901262,0.6565656565656566,0.0006697923643670462,0.005025125628140704,0.001160092807424594,0.003861003861003861,0.0038022813688212928,0.0027624309392265192,0.8823529411764706,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0
2,3,0,2,0,0.07153075822603583,0.6262626262626263,0.04889484259879437,0.09045226130653267,0.037703016241299306,0.02702702702702703,0.045627376425855515,0.0055248618784530384,0.8823529411764706,0.0,0.03571428571428571,0.0,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0,0.0
3,2,1,3,3,0.25321888412016946,0.7676767676767677,0.34494306764902877,0.23618090452261306,0.10440835266821345,0.5752895752895753,0.3612167300380228,0.26243093922651933,0.8823529411764706,0.3333333333333333,0.21428571428571427,0.6923076923076923,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
4,3,2,0,4,0.0071530758226003854,0.21212121212121213,0.036838580040187544,0.08040201005025126,0.9402552204176333,0.06563706563706564,0.011406844106463879,0.011049723756906077,0.8823529411764706,0.0,1.0,0.07692307692307693,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0,0.0
5,2,2,0,4,0.828326180257509,0.98989898989899,0.013395847287340924,0.010050251256281407,0.9170533642691414,0.003861003861003861,0.0076045627376425855,0.0027624309392265192,0.8823529411764706,0.0,0.7857142857142857,0.0,0.30000000000000004,0.0,0.0,0.0,0.0,0.0,0,0.3333333333333333
6,1,2,0,0,0.9914163090128731,0.29292929292929293,0.003348961821835231,0.0,0.0,0.003861003861003861,0.0038022813688212928,0.0027624309392265192,0.8823529411764706,0.0,0.0,0.0,0.9500000000000001,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
7,1,3,3,2,0.23175965665235765,0.888888888888889,0.19089082384460818,0.1407035175879397,0.13979118329466358,0.21235521235521235,0.43346007604562736,0.3729281767955801,0.7647058823529411,0.2222222222222222,0.07142857142857142,0.9230769230769231,0.25,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
8,2,3,0,2,0.14020028612303292,0.7474747474747475,0.3610180843938379,0.03015075376884422,0.05220417633410672,0.03088803088803089,0.022813688212927757,0.26795580110497236,0.7647058823529411,0.2962962962962963,0.07142857142857142,0.6923076923076923,0.4,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
9,3,1,3,3,0.04148783977110071,0.7272727272727273,0.40187541862022774,0.10552763819095477,0.07366589327146171,0.8610038610038611,0.5703422053231939,0.35359116022099446,0.7647058823529411,0.07407407407407407,0.07142857142857142,0.9230769230769231,0.4,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
10,3,0,0,0,0.1616595135908412,0.20202020202020204,0.3281982585398526,0.0,0.10614849187935034,0.03861003861003861,0.10646387832699619,0.058011049723756904,0.7058823529411764,0.25925925925925924,0.14285714285714285,0.6923076923076923,0.35000000000000003,0.0,0.0,0.0,0.0,0.0,0,0.6666666666666666
11,1,2,0,3,0.3433476394849784,0.26262626262626265,0.49095780308104486,0.04522613065326633,0.10382830626450115,0.04633204633204634,0.07224334600760456,0.18232044198895025,0.6470588235294118,0.2222222222222222,0.10714285714285714,0.38461538461538464,0.2,0.0,0.0,0.0,0.0,0.0,0,1.0
12,0,3,0,3,0.09012875536480536,0.030303030303030304,0.7361018084393838,0.0,0.025522041763341066,0.0,0.0,0.09392265193370165,0.6470588235294118,0.1111111111111111,0.14285714285714285,0.7692307692307693,0.4,0.0,1.0,0.0,0.0,0.0,0,0.6666666666666666
13,2,0,4,3,0.09871244635192866,0.13131313131313133,0.32685867381111855,0.11557788944723618,0.04060324825986078,0.05791505791505792,0.0,0.16298342541436464,0.6470588235294118,0.2962962962962963,0.10714285714285714,0.5384615384615385,0.35000000000000003,0.0,1.0,0.0,0.0,0.0,1,0.6666666666666666
